"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U00003BR1997PTC007840","4-04-1997","MAHARASHTRA HIGH YIELD MULTI SEEDS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"AT & PO. MATHURAPUR,SAMASTIPUR. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC007930","16-05-1997","SHIVAM AGRO TECH PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"PURANI BAZAR (ENGLISH),LAKHISARAI. LAKHISARAI. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC007949","23-05-1997","TREE SHREE FORESTRIES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"STATION ROAD,CHAPRA,PS.CHAPRA, DIST. SARAN. DIST. SARAN. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC007950","26-05-1997","KISHLAY AGRO AND PLANTATION PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"C-7,BANK MEN'S COLONY,CHITRAGUPTA NAGAR, KANKARBAGH, PATNA-20. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008084","11-08-1997","SHAURYA AGRO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","50,000.00","Bihar","RoC-Patna",NA,"GATE N0-2 BATTIAH WEST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008105","20-08-1997","SHABBU PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","200,000.00","Bihar","RoC-Patna",NA,"C/O MD.MAHEOZ ALAM,CHANDWAR HAL ,SAHEB KI KOTHI, MUZAFFARPUR. MUZAFFARPUR. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008135","4-09-1997","SHIPRA AGROTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","110,000.00","Bihar","RoC-Patna",NA,"RIZVI BUILDING,2ND FLOOR,JAMAL ROAD, PATNA-1. PATNA-1. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008151","12-09-1997","AWARD HORTICULTURE & PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","5,000.00","Bihar","RoC-Patna",NA,"LAV KUSH TOWER,1ST FLOOR,EXHIBITION ROAD, PATNA-1. PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00003BR1997PTC008152","12-09-1997","DHEERAJ AGRO FARMS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","20,000.00","Bihar","RoC-Patna",NA,"HOUSE OF RAM BABU SINGH,AT & PO. BAZIDPUR, SAIDAT VIA BIDDUPUR, VAISHALI Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008157","17-09-1997","GREEN BONANZA PLANTATIONS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"408,ASHIANA PLAZA,BUDH MARG, PATNA-1. PATNA-1. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008167","24-09-1997","RAXAUL PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","25,000.00","Bihar","RoC-Patna",NA,"MAIN ROAD,RAXAUL,DIST.EAST CHAMPARAN. EAST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008182","8-10-1997","A.C.MASSINA BEEJ PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"MATHURAPUR,BEHIND P.N.B.DIST. SAMASTIPUR. DIST. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008191","20-10-1997","MAGADH GREENERY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","55,000.00","Bihar","RoC-Patna",NA,"PANDEY BHAWAN,NAUBATPUR LAKH,PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008209","29-10-1997","NATRAJ PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","10,000.00","Bihar","RoC-Patna",NA,"HOUSE OF SAMBHU NATH AGARWAL,MAIN ROAD,MOTIHARI NEAR PANI TANKI,MOTIHARI, EAST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008228","13-11-1997","CHAMPARAN GREENLAND PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","200","Bihar","RoC-Patna",NA,"128-E,SRI KRISHNAPURI,PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008261","9-12-1997","HERBY PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","3,000.00","Bihar","RoC-Patna",NA,"SOUTH CHURCH ROAD,PO. CIVIL LINE TOWN, GAYA. GAYA Bihar INDIA","Indian Non-Government Company"
"U00003BR1997PTC008267","12-12-1997","PURVASHA FOREST & LAND DEVELOPMENT PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"VILL.LALUNAGAR,ABADHBARI,PO & PS. BEGUSARAI. PO & PS. BEGUSARAI. Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PLC008307","16-01-1998","AZAD PLANTATIONS LIMITED","DORMANT","Public","Company Limited by Shares","1,000,000.00","24,000.00","Bihar","RoC-Patna",NA,"CHAKKAR,MAJHOULIA,MUZAFFARPUR. MUZAFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PLC008448","27-04-1998","JAGRITI PLANTATIONS INDIA LIMITED","DORMANT","Public","Company Limited by Shares","500,000.00","20,000.00","Bihar","RoC-Patna",NA,"H/O LATE MAHENDRA PD.SINGH,VILL. KASHIMPUR,PO.AHOK KHAGARIA. KHAGARIA Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PLC008466","15-05-1998","ANUBHUTI PLANTATION (INDIA) LIMITED","DORMANT","Public","Company Limited by Shares","500,000.00","38,000.00","Bihar","RoC-Patna",NA,"LAXMI CHOWK SODA GODOWN,BRAHMPURA, MUZAFFARPUR - 842 003 MUZAFFARPUR Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PLC008545","31-07-1998","ARARIA PLANTATIONS (INDIA) LIMITED","DORMANT","Public","Company Limited by Shares","1,000,000.00","5,000.00","Bihar","RoC-Patna",NA,"C/O SHRI DEO NARAYAN CHOWDHARYMAIN ROAD PALAGI CHOWK, PO & PS. PALASI,ARARIA. ARARIA Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008308","16-01-1998","CHANDRAVAT AGRO PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","30,000.00","Bihar","RoC-Patna",NA,"KHIRIA BHAT,BETTIAH,WEST CHAMPARAN. WEST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008309","16-01-1998","APRAJITA PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","10,000.00","Bihar","RoC-Patna",NA,"2ND FLOOR,SURYA COMPLEX,JAMAL ROAD,PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008315","21-01-1998","VIRAT PLANTATIONS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","40,000.00","Bihar","RoC-Patna",NA,"1ST FLOOR,KERAMAN SADAN,CHECHAL ROAD,PATNA. PATNA Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008325","29-01-1998","INDRAGACHHI PLANTATION PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","20,000.00","Bihar","RoC-Patna",NA,"MANDIR ROAD,EAST CHAMPARAN. EAST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008338","5-02-1998","JAISHANKAR AGROFARM PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","3,000.00","Bihar","RoC-Patna",NA,"MASHAK CHAK ,PO.ADAMPUR,BHAGALPUR. BHAGALPUR Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008354","12-02-1998","POTENT PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","30,000.00","Bihar","RoC-Patna",NA,"DAYAL BAGH CAMPUS,RADHUNATHPURROAD,ANDAR,SIWAN. SIWAN Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008362","20-02-1998","MADAD AGRO PLANTATION COMPANY PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","15,000.00","Bihar","RoC-Patna",NA,"AT.,PO. & PS.BHARAW PAR ,BIHARSARIF,NALANDA. NALANDA Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008406","25-03-1998","SKYLARK PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","2,000.00","Bihar","RoC-Patna",NA,"AT. MANPUR,PO. KAINDI,DIST. LAKHISARAI. LAKHISARAI Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008496","12-06-1998","SHRAMJEEVI AGROTECH PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","10,000.00","Bihar","RoC-Patna",NA,"HASAN CHAK,RALBAGH,DARBHANGA. DARBHANGA Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008526","16-07-1998","DEWARK AGRO FOREST PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,500,000.00","106,500.00","Bihar","RoC-Patna",NA,"H/O JITENDRA DUBEY,KHAIRADEEP,PS.DAUDNAGAR AURANGABAD. PS.DAUDNAGAR,AURANGABAD. Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008598","17-09-1998","VAISHALI AQUA AND GREENERIES PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","3,000.00","Bihar","RoC-Patna",NA,"H/O RAM BAHADUR SINGH,VILL&POST-KISHUNPUR,KELLOR, DIST-VAISHALI. VAISHALI Bihar INDIA","Indian Non-Government Company"
"U00003BR1998PTC008611","8-10-1998","TIME AGRO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"S.P.VERMA ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00003BR1998PTC008678","16-12-1998","DIVYASHIKHA FARMING INDIA PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","20,000.00","Bihar","RoC-Patna",NA,"STATION ROAD,P.O.& DIST-KHAGARIA. KHAGARIA Bihar INDIA","Indian Non-Government Company"
"U00003BR1999PTC008710","18-01-1999","CAREER AGRO PRODUCT &PLANTATION PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","15,000.00","Bihar","RoC-Patna",NA,"KANKAR BAGH MAIN ROAD,OPP. RANJAN PLAZA, PATNA-20. PATNA Bihar INDIA","Indian Non-Government Company"
"U00003BR1999PTC008793","7-04-1999","PATLIPUTRA AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","11,486,000.00","Bihar","RoC-Patna",NA,"2ND FLOOR,ABHISHEKH PLAZA,EXHIBITION ROAD , PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00003BR1999PTC008967","30-08-1999","GHAGH AGRICULTURE RESEARCH CENTRE PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","31,000.00","Bihar","RoC-Patna",NA,"VILL-BITHARA,P.O.-NARHI,P.S.-KURTHA, JAHANABAD Bihar INDIA","Indian Non-Government Company"
"U00005BR1995PTC006330","6-02-1995","MOREX AGRO FARMS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"306,SWAYAM SIDHI,EXHIBITION ROAD, PS. GANDHI MAIDAN, DIST. PATNA-1 Bihar INDIA","Indian Non-Government Company"
"U00005BR1995PTC006593","12-07-1995","HALDHAR PLANTATIONS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","200,000.00",NA,"Bihar","RoC-Patna",NA,"QUAMRUDDINGANJ,PO. BIHARSHARIF, PS.BIHARSHARIF, DIST.NALANDA Bihar INDIA","Indian Non-Government Company"
"U00006BR1993PLC005586","24-11-1993","BIHAR PRAWN FISH DEVELOPMENT & EXPORT LIMITED.","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","500,000.00","7,000.00","Bihar","RoC-Patna",NA,"B-101, ASHIANA CHAMBEREXIHIBITION ROAD, PATNA. EXHIBITION ROAD PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00006BR1995PTC006308","24-01-1995","RADHA AGRICULTURE PRODUCTS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","2,000,000.00",NA,"Bihar","RoC-Patna",NA,"GOKUL PATH,NALA PAR, NORTH PATEL NAGAR, PATNA Bihar INDIA","Indian Non-Government Company"
"U00006BR1997PLC008099","18-08-1997","HARIYALI FISH FARMINGS LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00","125,000.00","Bihar","RoC-Patna",NA,"HARGOVIND BHAWAN,NEW DAK BUNGLOW ROAD PS. KOTWALI PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00006BR1997PTC008089","12-08-1997","RIDHISHREE FISHERIES AND AGRO FORESTRY PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00","140,000.00","Bihar","RoC-Patna",NA,"BHAGWAT MARKET,KACHAHRI ROAD HAJIPUR VAISHALI Bihar INDIA","Indian Non-Government Company"
"U00006BR1999PTC008964","30-08-1999","JUBLLI HOTELS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","1,000,000.00","2,000.00","Bihar","RoC-Patna",NA,"AT+P.S.-BIKARAMPUR,DIST-BEGUSARAI BEGUSARAI Bihar INDIA","Indian Non-Government Company"
"U00010BR1993PLC005452","17-08-1993","BIJAYNAGAR LAND PROJECT LTD.","DORMANT","Public","Company Limited by Shares","1,000,000.00","571,000.00","Bihar","RoC-Patna",NA,"SAROGORA P.O. POTHIA, VILL.TAIBPUR, PIN 855117 KISHANGANJ, P.S. POTHIA. Bihar INDIA","Indian Non-Government Company"
"U00010BR1995PLC006854","21-11-1995","RAJ LUXMI PLANTATION & ECONOMY LIMITED","STRIKE OFF","Public","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"OPP.BLOCK,KATIRA ARRAH,PS.NAWADA, DIST.BHOJPUR. DIST.BHOJPUR. Bihar INDIA","Indian Non-Government Company"
"U00010BR1996PTC007278","28-05-1996","RANA AGRO PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","30,000.00","Bihar","RoC-Patna",NA,"AT. & PO. HINGWA,PS.ARARIA, ARARIA Bihar INDIA","Indian Non-Government Company"
"U00010BR1996PTC007279","28-05-1996","REKHA AGRO PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","700","Bihar","RoC-Patna",NA,"13-B, CIRCULAR ROAD,PS.BAILY ROAD, PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00011BR1997PTC007865","15-04-1997","RIGHT CHOICE TEA INDIA PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","400,000.00",NA,"Bihar","RoC-Patna",NA,"201, NARAYAN PLAZA,2ND FLOOR, EXHIBITION ROAD, PATNA-1. PATNA-1. Bihar INDIA","Indian Non-Government Company"
"U00019BR1979PTC001408","28-06-1979","MESSINA BEEJ PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","1,956,000.00","Bihar","RoC-Patna",NA,"TAJPUR ROAD, DISTT. & P.O.SAMASTIPUR SAMASTIPUR Bihar INDIA","Indian Non-Government Company"
"U00019BR1982PTC001676","28-07-1982","BIHAR HYBRID CORN PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","200,000.00","2,000.00","Bihar","RoC-Patna",NA,"BANU CHAPSA P.S- BETTIAH WEST CHAMPARAN Bihar INDIA","Indian Non-Government Company"
"U00019BR1982PTC001696","7-10-1982","UNNAT BEEJ (MESSINA) PVT LTD","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"ILMASNAGAR RD., MATHURAPUR,SAMASTIPUR SAMASTIPUR Bihar INDIA","Indian Non-Government Company"
"U00019BR1983PTC001880","12-09-1983","BASANTPUR MASEENA BEEJ PVT LTD","STRIKE OFF","Private","Company Limited by Shares","250,000.00",NA,"Bihar","RoC-Patna",NA,"TAJPUR ROAD, SAMASTIPUR, DIST,SAMASTIPUR. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00020BR1988PTC003058","15-07-1988","SHREE ANANT CATTLE FEED PRIVATE LIMITED.","STRIKE OFF","Private","Company Limited by Shares","2,500,000.00",NA,"Bihar","RoC-Patna",NA,"20,BARI ROAD,KATHOTAR TALAB,P.S.-KOTWALI,GAYA. P.S.-KOTWALI,GAYA. Bihar INDIA","Indian Non-Government Company"
"U00020BR1990PTC003728","11-01-1990","S I P HATCHERY PVT LTD","STRIKE OFF","Private","Company Limited by Shares","300,000.00",NA,"Bihar","RoC-Patna",NA,"KUMAR BHAWAN ROAD NO 3 ASHOKNAGAR PATNA NAGAR PATNA Bihar INDIA","Indian Non-Government Company"
"U00025BR1996PTC007501","9-10-1996","SUNITA FARMS PRIVATE LIMITED.","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"J-30,P.C.COLONY,KANKARBAGH, PATNA-800 020. PATNA-800 020. Bihar INDIA","Indian Non-Government Company"
"U00029BR1994PTC006143","20-10-1994","GRAM FARMS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"16, ASHIYANA GALAXYEXHIBITION ROAD PATNA PS. GANDHI MAIDAN Bihar INDIA","Indian Non-Government Company"
"U00029BR1998PLC008353","12-02-1998","KOSHI DEVELOPERS LIMITED","STRIKE OFF","Public","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"TELEPHONE EXCHANGE,NEAR TOLA,SAHARSA NEAR TOLA,SAHARSA Bihar INDIA","Indian Non-Government Company"
"U00060BR1979PTC001427","7-12-1979","MASSINA (HIGH BREED) KRISHI PVT LTD","STRIKE OFF","Private","Company Limited by Shares","1,100,000.00",NA,"Bihar","RoC-Patna",NA,"BEET BHAWAN,MASSINA ROAD,SAMASTIPUR. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00060BR1989PTC003593","4-10-1989","CMC MARKETING PVT. LTD.","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"FRASER ROAD, PATNA P.S.KOTWALI KOTWALI Bihar INDIA","Indian Non-Government Company"
"U00060BR1995PTC006656","8-08-1995","ABHYUDYA IMPEX PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","620,000.00","Bihar","RoC-Patna",NA,"1ST FLOOR, MAA SHARDE COMPLEX NEAR PANCHMUKHI MANDIR, EAST BORING CANAL ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00060BR1996PTC007452","9-09-1996","STANDARD CONSUMER USABLES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"GOLAGHAT CHOWK,DIST. BHAGALPUR. DIST. BHAGALPUR. Bihar INDIA","Indian Non-Government Company"
"U00060BR1996PTC007503","10-10-1996","SK MACHINA BEEJ PRIVATE LIMITED.","STRIKE OFF","Private","Company Limited by Shares","500,000.00",NA,"Bihar","RoC-Patna",NA,"TAJPUR ROAD,SAMASTIPUR, BIHAR. BIHAR. Bihar INDIA","Indian Non-Government Company"
"U00060BR1997PTC007995","19-06-1997","REPLICA EXPORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","153,000.00","Bihar","RoC-Patna",NA,"2ND FLOOR, ABOVE MARUTI SHOWROOM VANDANA ENCLAVE, IAS COLONY, BAILEY ROAD, DANAPUR PATNA Bihar INDIA 801503","Indian Non-Government Company"
"U00060BR1997PTC008158","17-09-1997","DRONA ENTERPRISES PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"VILL & PO. CHHATAUNA ,DIST. SAMASTIPUR. DIST. SAMASTIPUR. Bihar INDIA","Indian Non-Government Company"
"U00060BR1997PTC008211","3-11-1997","ARUN PRIYADARSHI TRADING PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,000,000.00",NA,"Bihar","RoC-Patna",NA,"BASANT VIHAR NMARKET COMPLEX,KANKARBAGH COLONY, PATNA-20. PATNA-20. Bihar INDIA","Indian Non-Government Company"
"U00060BR1998PTC008442","22-04-1998","VAISHALI TRADING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","15,000,000.00","7,580,000.00","Bihar","RoC-Patna",NA,"404, ASHA APARTMENT NAGESHWAR COLONY, BORING ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00060BR2000PTC009297","19-05-2000","ANNAPURNA BIOCROPS PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00",NA,"Bihar","RoC-Patna",NA,"PATEPUR ROADAT+PO+PS- MAHUA DIST-VAISHALI BNIHAR-844 122 Bihar INDIA","Indian Non-Government Company"
"U00060BR2000PTC009402","28-08-2000","GENTECH SEEDS PRIVATE LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares","500,000.00","102,000.00","Bihar","RoC-Patna",NA,"410 SUBODH SHARMAHANUMAN NAGAR GANNIPUR MUZAFFARPUR Bihar INDIA 842001","Indian Non-Government Company"
"U00060BR2000PTC009459","6-12-2000","MAKMAN AGRO TECH PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","300,000.00",NA,"Bihar","RoC-Patna",NA,"PHARMACEUTICAL COLONYMANGLAM P.O- LOHIANAGAR P.S- AGAMKUA, PATNA- 800 020 KANKARBAGH Bihar INDIA","Indian Non-Government Company"
"U00061BR1946PLC000740","15-03-1946","HIMALAYAN INDUSTRIAL & TRADING CORPORATION LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00","296,000.00","Bihar","RoC-Patna",NA,"DEVASHRAM, MAHADEVA ROAD.,ARRAH-802301 ARRAH Bihar INDIA 802301","Indian Non-Government Company"
"U00061BR1958PTC000607","2-01-1958","SUMRIT MANDAL & CO. PVT LTD.","ACTIVE","Private","Company Limited by Shares","1,000,000.00","883,000.00","Bihar","RoC-Patna",NA,"CENTRAL JAIL ROAD,TILKAMANJHI,BHAGALPUR. TILKAMANJHI,BHAGALPUR. Bihar INDIA","Indian Non-Government Company"
"U00061BR1983PLC001869","18-08-1983","CAMEY (INDIA) LTD","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","2,500,000.00","590,700.00","Bihar","RoC-Patna",NA,"HOTEL REPUBLIC, EXHIBITIONROAD,POST BOX NO.33, PATNA- 800 001. PATNA- 800 001. Bihar INDIA","Indian Non-Government Company"
"U00061BR1984PLC002023","13-09-1984","S R P INDUSTRIES LIMITED","AMALGAMATED","Public","Company Limited by Shares","2,548,000.00","100,000.00","Bihar","RoC-Patna",NA,"PATNA PATNA Bihar INDIA","Indian Non-Government Company"
"U00061BR1986PTC002365","3-06-1986","JEY MART EXPORTERS PVT. LTD.","STRIKE OFF","Private","Company Limited by Shares","100,000.00",NA,"Bihar","RoC-Patna",NA,"QUARTER. NO. 32 C.D.RLY COLONYPATNA BIHAR. PATNA BIHAR. Bihar INDIA","Indian Non-Government Company"
"U00061BR1987PLC002555","2-03-1987","N K EXPORTS (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","100,000.00","70,000.00","Bihar","RoC-Patna",NA,"1ST FLOOR, MOHINI MARKET EXHIBITION ROAD PATNA Bihar INDIA 800001","Indian Non-Government Company"
"U00061BR1987PTC002602","13-04-1987","SIDHARTHA CONTINENTAL MARKETING CO PRIVATE LIMITED","STRIKE OFF","Private","Company Limited by Shares","1,100,000.00","10,000.00","Bihar","RoC-Patna",NA,"EXHIBITION ROAD PATNA Bihar INDIA","Indian Non-Government Company"
